Horse ID,Breed,Gender,Age,Height,Color,Location,Euro Price,$ Price,Discipline,Further Characteristics
17283,American Quarter Horse,Gelding,8 years,N/A,N/A,Sonora KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17284,American Quarter Horse,Gelding,9 years,"14,3 hh",Buckskin,Sonora KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17285,American Quarter Horse,Gelding,8 years,N/A,N/A,Priceville KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17286,American Quarter Horse,Gelding,11 years,"15,1 hh",Chestnut,Hardinsburg IN,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17287,Appaloosa,Gelding,6 years,"14,3 hh",Black,Tompkinsville Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17288,Friesian horses,Gelding,6 years,"14,3 hh",Black,Tompkinsville Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17289,American Quarter Horse,Gelding,8 years,"14,1 hh",Palomino,Sturgis MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17290,American Quarter Horse,Gelding,5 years,"15,2 hh",Chestnut,Sonora KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17291,Friesian horses,Gelding,6 years,15 hh,Black,Flemingsburg KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17292,Quarab,Gelding,6 years,13 hh,Buckskin,Mt Hope Al,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17293,American Quarter Horse,Gelding,14 years,15 hh,Buckskin,Pleasant Grove GA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17294,Holstein,Gelding,3 years,"16,1 hh",Smoky-Black,Hamburg Osdorf,"49,000","$52,186.00 ",Jumping - Eventing,"is broken-in, is lunged, Halter accustomed"
17295,Westphalian,Gelding,12 years,"17,1 hh",Brown,Sulzbach am Main,"70,000","$74,552.00 ",Dressage,"is incl. tack equipment, Reliable for trail riding, is easy to load"
17296,KWPN,Gelding,9 years,"16,1 hh",Brown,Valencia,"70,000","$74,552.00 ",Dressage,
17297,Hanoverian,Gelding,12 years,"16,3 hh",Chestnut,Valencia,"70,000","$74,552.00 ",Dressage,
17298,NRPS,Mare,4 years,"15,1 hh",Champagne,Bitgum,"22,500","$23,963.00 ",Dressage - Endurance - Driving,"is registered broodmare, Reliable for trail riding, is allrounder"
17299,Menorquin,Mare,2 years,"14,3 hh",Black,Menorca,"4,000","$4,260.00 ",Dressage - Working Equitation - Baroque - Eventing,"Green, Halter accustomed, Barefoot"
17300,German Riding Pony,Gelding,7 years,"14,2 hh",Brown,Schlierbach,"22,000","$23,431.00 ",Dressage - Jumping,"is easy to load, Competition experience, Stands for the farrier"
17301,PRE,Mare,3 years,"15,2 hh",Chestnut-Red,Wremen,"10,000","$10,650.00 ",Working Equitation - Breeding - Leisure - Dressage ,
17302,German Riding Pony,Mare,4 years,"14,2 hh",Bay-Dark,"Recke, bei Osnabrück","15,000","$15,975.00 ",Dressage - Breeding - Jumping - Driving ,
17303,PRE Mix,Stallion,9 years,"15,2 hh",Brown,Sevilla,"100,000","$106,503.00 ",Dressage ,
17304,German Sport Horse,Stallion,3 years,"16,2 hh",Black,Verl,"70,000","$74,552.00 ",Jumping ,
17305,Holstein,Stallion,1 year,"16,2 hh",Bay-Dark,Dietfurt an der Altmühl,"7,500","$7,988.00 ",Jumping - Breeding - Eventing - Dressage ,
17306,Freiberger,Mare,4 years,"15,1 hh",Brown,Balsthal,N/A,N/A,Leisure ,
17307,Freiberger,Gelding,4 years,15 hh,Chestnut-Red,Balsthal,N/A,N/A,Leisure ,
17308,Hanoverian,Mare,1 year,N/A,N/A,Stöckse,"10,000","$10,650.00 ",Jumping - Eventing - Hunter - Dressage ,
17309,Kentucky Mountain Saddle Horse,Gelding,12 years,15 hh,Bay,"Pine Knot, KENTUCKY",N/A,"$3,500.00 ",Gaited - Trail ,
17310,Tennessee walking horse,Gelding,16 years,15 hh,Black,"Houston,MO",N/A,"$3,500.00 ",Trail - Gaited - Show ,
17311,Tennessee walking horse,Gelding,5 years,14 hh,Chestnut,"Sneedville, TN",N/A,"$5,000.00 ",Trail - Western allround - Gaited - Show ,
17312,PRE,Stallion,3 years,"16,1 hh",Palomino,Rafelguaraf,"20,000","$21,301.00 ",Dressage - Working Equitation - Baroque - Leisure ,
17313,PRE Mix,Stallion,2 years,16 hh,Black,Galaroza (Huelva),"5,000","$5,325.00 ",Dressage - English Pleasure - Show - Leisure ,
17314,Hanoverian,Mare,4 years,"16,1 hh",Brown,Wietzen,"13,000","$13,845.00 ",Dressage - Jumping ,
17315,PRE,Stallion,1 year,16 hh,N/A,Hamburg,"10,000","$10,650.00 ",Baroque - Working Equitation - Leisure - Dressage ,
17316,Oldenburg-International (OS),Gelding,7 years,"17,2 hh",Bay-Dark,"Wien, Leopoldstadt","30,000","$31,951.00 ",Jumping - Hunter under saddle - Hunter - Leisure,
17317,Lusitano Mix,Stallion,11 years,16 hh,Tovero-all-colors,PORTUGAL,"40,000","$42,601.00 ",Dressage - Leisure ,
17318,Rhinelander,Gelding,7 years,"16,2 hh",Brown,Goch,"40,000","$42,601.00 ",Jumping - Hunter - Dressage ,
17319,German Sport Horse,Gelding,4 years,"16,2 hh",Bay-Dark,Brieselang,"18,000","$19,170.00 ",Dressage ,
17320,Trakehner,Stallion,1 year,"15,1 hh",Brown,Weißenburg in Bayern,"3,000","$3,195.00 ",Endurance - Western - Eventing - Leisure ,
17321,Lewitzer,Stallion,1 year,"14,2 hh",Chestnut-Red,Mörsdorf,"2,000","$2,130.00 ",Leisure - Eventing - Jumping - Dressage ,
17322,Hanoverian,Stallion,1 year,"16,1 hh",Chestnut,Isernhagen,"8,500","$9,053.00 ",Dressage - Breeding ,
17323,Trakehner,Stallion,1 year,N/A,N/A,Ostercappeln,"5,500","$5,858.00 ",Dressage ,
17324,Other Breeds,Gelding,9 years,15 hh,Bay,"Lancaster, KY",N/A,"$3,000.00 ",Gaited - Trail ,
17325,Trakehner,Mare,1 year,N/A,N/A,Bad Zwischenahn,"10,000","$10,650.00 ",Dressage ,
17326,Donkey,Mare,7 years,"15,1 hh",Bay-Dark,Bornich,"7,000","$7,455.00 ",Leisure ,
17327,Donkey,Mare,14 years,"13,1 hh",Brown,Bornich,"4,000","$4,260.00 ",Breeding - Trail - Leisure ,
17328,Spotted Saddle Horse,Gelding,8 years,15 hh,Tobiano-all-colors,"Leslie, MO",N/A,"$3,500.00 ",Gaited - Trail - Driving ,
17329,Tennessee walking horse,Gelding,15 years,15 hh,Black,"Rockholds, KY",N/A,"$3,500.00 ",Gaited - Trail - Show ,
17330,American Quarter Horse,Mare,4 years,15 hh,Dun,"Fredonia, KY",N/A,"$3,500.00 ",Trail - Western allround - Versatility Ranch Horse - Western ,
17331,Hungarian Sport Horse,Gelding,17 years,16 hh,Brown,Baden,"7,000","$7,455.00 ",Dressage ,
17332,Pony of the Americas,Mare,12 years,11 hh,White,"Whitley City, KY",N/A,"$3,500.00 ",Gaited - Western allround - Trail ,
17333,KWPN,Gelding,5 years,"16,1 hh",Chestnut,Folkestone,N/A,"$21,659.00 ",Jumping - Hunter under saddle - Hunting - Eventing ,
17334,Donkey,Mare,14 years,"14,1 hh",Bay-Dark,Bornich,"5,000","$5,325.00 ",Breeding ,
17335,Donkey,Mare,3 years,"13,2 hh",Bay-Dark,Bornich,"5,000","$5,325.00 ",Leisure - Show - Breeding - Driving ,
17336,Tennessee walking horse,Gelding,4 years,"16,1 hh",Gray,"Auburn, KY",N/A,N/A,Trail - Gaited ,
17337,PRE Mix,Gelding,6 years,16 hh,Brown,Grajera,"10,000","$10,650.00 ",Dressage - Doma Vaquera - Working Equitation - Baroque ,
17338,American Quarter Horse,Stallion,1 year,N/A,N/A,Dietenheim,"6,000","$6,390.00 ",Western allround ,
17339,Oldenburg,Mare,4 years,"16,2 hh",Chestnut,Apen,N/A,N/A,Dressage - Breeding - Eventing - Jumping ,
17340,American Quarter Horse,Mare,1 year,N/A,N/A,Dietenheim,"6,000","$6,390.00 ",Western allround ,
17341,Icelandic Horse,Mare,3 years,N/A,N/A,Blunk,"9,200","$9,798.00 ",Breeding,"Green, is easy to load, is 5-gaited"
17342,Icelandic Horse,Mare,3 years,"13,2 hh",N/A,Blunk,"8,900","$9,479.00 ",Gaited,"Green, is easy to load, is 5-gaited"
17343,Icelandic Horse,Mare,3 years,"13,2 hh",N/A,Blunk,"9,200","$9,798.00 ",Breeding,"Green, is easy to load, is 5-gaited"
17344,Icelandic Horse,Stallion,3 years,"13,2 hh",N/A,Blunk,"8,900","$9,479.00 ",Leisure,"Green, is easy to load, is 5-gaited"
17345,Icelandic Horse,Stallion,3 years,"13,2 hh",N/A,Blunk,"9,800","$10,437.00 ",Breeding,"Green, is easy to load, is 5-gaited"
17346,Icelandic Horse,Stallion,3 years,"13,2 hh",N/A,Blunk,"9,800","$10,437.00 ",Breeding,"Green, is easy to load, is 5-gaited"
17347,Icelandic Horse,Stallion,4 years,"13,3 hh",N/A,NehmsBlunk,N/A,N/A,Breeding,"Green, is capable of carrying weight, is easy to load"
17348,Icelandic Horse,Mare,6 years,14 hh,N/A,Blunk,"11,800","$12,567.00 ",Breeding - Gaited - Leisure,"is registered broodmare, is broken-in, is lunged"
17349,Icelandic Horse,Mare,3 years,"13,2 hh",Black,Bunk,"8,900","$9,479.00 ",Leisure,"Green, is easy to load, is 5-gaited"
17350,PRE Mix,Mare,4 years,"15,2 hh",Black,NAVAS DEL MADRONO,"15,000","$15,975.00 ",Eventing ,
17351,Haflinger,Stallion,1 year,"14,2 hh",Chestnut-Red,Trebbin,"5,500","$5,858.00 ",Dressage - Eventing - Jumping - Leisure ,
17352,Arabian horses,Mare,1 year,"15,1 hh",N/A,Gemünden (Felda),"15,000","$15,975.00 ",Endurance - Breeding - Leisure - Dressage ,
17353,Trakehner,Mare,5 years,"15,2 hh",Smoky-Black,Bad Oldesloe,"8,000","$8,520.00 ",Dressage - Breeding - Leisure ,
17354,Arabian Partbred,Mare,5 years,"15,2 hh",Smoky-Black,Bad Oldesloe,"8,000","$8,520.00 ",Dressage - Show - Breeding - Leisure ,
17355,Draft Horse,Gelding,4 years,"14,2 hh",N/A,Mount Vernon KY,N/A,"$5,000.00 ",Trail - Versatility Ranch Horse ,
17356,Gypsy Horse,Gelding,4 years,N/A,N/A,Mount Vernon kY,N/A,"$5,000.00 ",Trail - Versatility Ranch Horse ,
17357,Draft Horse,Gelding,6 years,16 hh,Tobiano-all-colors,"Mount Vernon, KY",N/A,"$5,000.00 ",Trail - Driving ,
17358,American Quarter Horse,Gelding,6 years,16 hh,Tobiano-all-colors,Mount Vernon KY,N/A,"$5,000.00 ",Driving - Trail ,
17359,American Quarter Horse,Gelding,5 years,N/A,N/A,"Mount Vernon, KY",N/A,"$5,000.00 ",Reining - Trail ,
17360,Appaloosa,Gelding,5 years,15 hh,Roan-Red,Mount Vernon KY,N/A,"$5,000.00 ",Jumping - Trail ,
17361,Gypsy Horse,Gelding,5 years,15 hh,N/A,Mount Vernon Ky,N/A,"$5,000.00 ",Jumping - Trail ,
17362,Trakehner,Gelding,4 years,16 hh,Chestnut-Red,Wust,"15,000","$15,975.00 ",Dressage ,
17363,American Quarter Horse,Stallion,2 years,"15,2 hh",Palomino,Börgerende-Rethwisch,"7,550","$8,041.00 ",Reining - Western - Leisure,
17364,American Quarter Horse,Gelding,6 years,"15,3 hh",Gray-Dapple,Howell. MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17365,Percheron,Gelding,6 years,"15,3 hh",Gray-Dapple,Howell MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17366,Paint Horse,Gelding,13 years,N/A,N/A,Pleasant Grove CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17367,American Quarter Horse,Gelding,13 years,"15,1 hh",Tobiano-all-colors,pleasant grove CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17368,American Quarter Horse,Gelding,9 years,"14,2 hh",Roan-Bay,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17369,Draft Horse,Gelding,9 years,"14,1 hh",Roan-Red,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17370,American Quarter Horse,Gelding,9 years,"14,1 hh",Roan-Red,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17371,American Quarter Horse,Gelding,10 years,"15,1 hh",Palomino,Paicines CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17372,Percheron,Gelding,6 years,"16,1 hh",Gray,Rusk tx,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17373,American Quarter Horse,Gelding,6 years,N/A,N/A,rusk tx,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17374,American Quarter Horse,Gelding,5 years,"15,1 hh",Grullo,"Vandalia, IL",N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17375,Draft Horse,Mare,9 years,"15,1 hh",Palomino,Rusk TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17376,American Quarter Horse,Gelding,9 years,"15,1 hh",Palomino,RUsk TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17377,American Quarter Horse,Gelding,8 years,"14,2 hh",Roan-Bay,Level Green Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17378,American Quarter Horse,Gelding,5 years,"14,3 hh",Bay,Zearing IA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17379,Paint Horse,Gelding,5 years,15 hh,Chestnut,Level Green KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17380,American Quarter Horse,Gelding,5 years,15 hh,Chestnut,Level Green KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17381,American Quarter Horse,Gelding,6 years,N/A,N/A,Wetherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17382,American Quarter Horse,Gelding,9 years,15 hh,Bay,Tompkinsville KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17383,Mustang (american),Gelding,10 years,14 hh,Grullo,Stephenville TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17384,American Quarter Horse,Gelding,10 years,"13,2 hh",Grullo,lisbon IA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17385,American Quarter Horse,Gelding,10 years,"14,1 hh",Buckskin,Perry OK,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17386,American Quarter Horse,Gelding,6 years,N/A,N/A,Bolivar MO,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17387,Mule,Gelding,10 years,"14,1 hh",Dun,Cochranville PA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17388,Holstein,Mare,1 year,"16,2 hh",Brown,Glandorf,"15,000","$15,975.00 ",Jumping - Eventing ,
17389,Oldenburg-International (OS),Mare,5 years,"16,1 hh",Brown,Lastrup,"20,000","$21,301.00 ",Jumping - Breeding - Leisure ,
17390,Belgian Warmblood,Gelding,5 years,"16,1 hh",Brown,Lastrup,"40,000","$42,601.00 ",Jumping - Hunter ,
17391,Lusitano,Stallion,9 years,"16,1 hh",N/A,Martfeld,"75,000","$79,877.00 ",Dressage - Working Equitation - Baroque - Leisure ,
17392,Oldenburg-International (OS),Mare,5 years,"16,2 hh",Gray,Lastrup,"40,000","$42,601.00 ",Jumping - Breeding ,
17393,PRE,Mare,5 years,15 hh,Gray,Bad Laer,"7,900","$8,414.00 ",Dressage - Working Equitation - Leisure ,
17394,Andalusian,Stallion,6 years,"16,1 hh",Brown,Roßdorf,"20,000","$21,301.00 ",Dressage - Working Equitation - Eventing - Leisure ,
17395,Tennessee walking horse,Mare,11 years,14 hh,Tobiano-all-colors,"Rockholds, KY",N/A,"$3,500.00 ",Gaited - Trail - Show ,
17396,Friesian horses,Mare,5 years,"16,1 hh",Black,JEZOW,"10,500","$11,183.00 ",Breeding ,
17397,Friesian horses,Mare,5 years,"15,2 hh",Black,JEZOW,"10,500","$11,183.00 ",Breeding ,
17398,Kentucky Mountain Saddle Horse,Mare,5 years,14 hh,Roan-Blue,"Lawrenceburg, KY",N/A,"$3,500.00 ",Gaited - Trail ,
17399,Austrian Warmblood,Gelding,5 years,"16,2 hh",Black,Pöllau,"18,000","$19,170.00 ",Dressage ,
17400,American Quarter Horse,Stallion,3 years,"14,2 hh",N/A,Bergkamen,"8,500","$9,053.00 ",Western - Western allround - Reining - Breeding ,
17401,German Riding Pony,Stallion,1 year,"14,2 hh",Chestnut,Hillersleben,"5,000","$5,325.00 ",Dressage - Eventing - Jumping - Leisure ,
17402,Lusitano Mix,Stallion,4 years,"15,2 hh",Palomino,Baza,"15,000","$15,975.00 ",Dressage - Doma Vaquera - Working Equitation - Leisure ,
17403,PRE,Stallion,5 years,"16,1 hh",Black,Palafolls,"40,000","$42,601.00 ",Dressage - Doma Vaquera - Working Equitation - Breeding ,
17404,PRE,Stallion,4 years,"15,2 hh",Gray,Baza,"10,000","$10,650.00 ",Dressage - Breeding - Leisure ,
17405,Berber,Stallion,1 year,15 hh,Palomino,Langerwehe,N/A,N/A,Working Equitation - Eventing - Leisure - Dressage ,
17406,Noriker,Gelding,5 years,"15,3 hh",N/A,Obertilliach,"4,900","$5,219.00 ",Leisure ,
17407,PRE Mix,Stallion,5 years,16 hh,Black,MADRID,"20,000","$21,301.00 ",Dressage - Leisure ,
17408,American Quarter Horse,Stallion,2 years,"14,2 hh",Bay-Dark,Steinen,"5,900","$6,284.00 ",Western - Cowhorse - Reining - Leisure ,
17409,PRE Mix,Stallion,4 years,"15,1 hh",Palomino,Sevilla,"10,000","$10,650.00 ",Dressage - Show - Leisure ,
17410,American Quarter Horse,Mare,5 years,N/A,N/A,Parma,"23,000","$24,496.00 ",Reining,
17411,Icelandic Horse,Mare,3 years,"13,2 hh",Chestnut-Red,Blunk,"9,200","$9,798.00 ",Breeding,"Green, is easy to load, is 5-gaited"
17412,Icelandic Horse,Mare,7 years,"13,2 hh",Tobiano-all-colors,Blunk,"12,800","$13,632.00 ",Leisure - Gaited - Breeding,"is registered broodmare, suitable for therapeutic riding, is broken-in"
17413,PRE Mix,Stallion,2 years,"14,2 hh",Black,NAVAS DEL MADRONO,"10,000","$10,650.00 ",Dressage ,
17414,PRE Mix,Stallion,5 years,16 hh,Overo-all-colors,Alicante,"20,000","$21,301.00 ",Dressage - Leisure ,
17415,PRE Mix,Stallion,8 years,16 hh,Bay,MADRID,"40,000","$42,601.00 ",Dressage - Leisure ,
17416,PRE Mix,Stallion,12 years,16 hh,Bay,Gijon,"10,000","$10,650.00 ",Dressage - Leisure ,
17417,Tennessee walking horse,Gelding,13 years,"15,1 hh",Bay,"Strunk, KY",N/A,N/A,Trail - Versatility Ranch Horse - Cowhorse - Gaited ,
17418,Kentucky Mountain Saddle Horse,Gelding,12 years,14 hh,Palomino,"London, KY",N/A,"$2,999.00 ",Gaited - Trail ,
17419,Hanoverian,Stallion,1 year,"16,2 hh",Brown,Bülkau,"5,500","$5,858.00 ",Dressage - Breeding - Eventing - Leisure ,
17420,Westphalian,Mare,4 years,"14,1 hh",Chestnut-Red,Lindlar,"10,000","$10,650.00 ",Jumping - Breeding - Dressage ,
17421,Irish Sport Horse,Gelding,7 years,"16,1 hh",Bay,Sligo,N/A,N/A,Eventing - Jumping - Hunter - Dressage ,
17422,Belgian Warmblood,Mare,7 years,"16,2 hh",Bay-Dark,Mol,"70,000","$74,552.00 ",Dressage - Breeding - Leisure ,
17423,Holstein,Mare,15 years,"16,1 hh",Brown,tingev,"9,000","$9,585.00 ",Leisure ,
17424,Rocky Mountain Horse,Gelding,15 years,16 hh,Sorrel,"Winchester, KY",N/A,"$2,500.00 ",Gaited - Trail ,
17425,Anglo-Arab Mix,Gelding,16 years,"15,2 hh",Gray,Grajera,"10,000","$10,650.00 ",Leisure - Doma Vaquera - Breeding - Dressage ,
17426,Tennessee walking horse,Gelding,2 years,13 hh,Roan-Blue,"Morrison, TN",N/A,"$4,500.00 ",Gaited ,
17427,PRE Mix,Mare,7 years,"16,1 hh",Gray-Dapple,Tabernas Almeria,"10,000","$10,650.00 ",Dressage - Baroque ,
17428,Tennessee walking horse,Gelding,7 years,15 hh,Bay,"Moscow, OHIO",N/A,"$5,000.00 ",Gaited - Trail - Driving ,
17429,Tennessee walking horse,Gelding,12 years,15 hh,Palomino,"Oak Ridge, TN",N/A,"$5,000.00 ",Gaited - Western allround - Trail ,
17430,Lusitano,Gelding,14 years,"15,2 hh",Gray,Grajera,"15,000","$15,975.00 ",Dressage - Doma Vaquera - Working Equitation - Leisure ,
17431,Rocky Mountain Horse,Gelding,6 years,15 hh,Sorrel,"Salt Lick, KY",N/A,"$5,000.00 ",Gaited - Trail - Show ,
17432,PRE Mix,Gelding,16 years,16 hh,Gray,Grajera,"15,000","$15,975.00 ",Dressage - Doma Vaquera - Gaited - Leisure ,
17433,Hanoverian,Gelding,5 years,"16,1 hh",Bay,Duszniki,"20,000","$21,301.00 ",Jumping - Leisure - Dressage ,
17434,Hanoverian,Mare,5 years,16 hh,Bay,Duszniki,"20,000","$21,301.00 ",Jumping - Breeding - Leisure - Dressage ,
17435,Shetland Ponies,Stallion,2 years,"10,2 hh",Black,Sankt Margarethe,450,$479.00 ,Leisure ,
17436,Oldenburg,Gelding,5 years,"15,3 hh",Black,Balsthal,N/A,N/A,Dressage - Leisure ,
17437,Oldenburg,Gelding,4 years,"15,3 hh",Chestnut-Red,Balsthal,N/A,N/A,Dressage ,
17438,Freiberger,Gelding,4 years,"15,1 hh",Brown,Balsthal,N/A,N/A,Leisure ,
17439,Oldenburg,Stallion,1 year,"16,3 hh",Chestnut-Red,Berg,"15,000","$15,975.00 ",Dressage - Breeding ,
17440,Austrian Warmblood,Gelding,15 years,"13,3 hh",N/A,Obertilliach,"2,900","$3,089.00 ",Eventing ,
17441,American Quarter Horse,Stallion,1 year,"15,1 hh",Dun,Düsseldorf,"6,200","$6,603.00 ",Western ,
17442,American Quarter Horse,Gelding,13 years,16 hh,Bay,Weatheford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17443,American Quarter Horse,Gelding,6 years,15 hh,Chestnut,Paicines CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17444,American Quarter Horse,Gelding,16 years,N/A,N/A,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17445,Paint Horse,Gelding,10 years,15 hh,Chestnut,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17446,American Quarter Horse,Gelding,10 years,15 hh,Chestnut,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17447,Draft Horse,Gelding,11 years,16 hh,Bay,Pleasant Grove MO,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17448,Friesian horses,Gelding,11 years,16 hh,Bay,Pleasant Grove MO,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17449,American Quarter Horse,Gelding,7 years,"14,2 hh",Roan-Bay,Savoy TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17450,American Quarter Horse,Gelding,12 years,15 hh,Tobiano-all-colors,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17451,American Quarter Horse,Gelding,9 years,15 hh,Roan-Bay,sweet Springs MO,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17452,American Quarter Horse,Gelding,9 years,15 hh,Roan-Bay,Sweet Springs MO,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17453,Tennessee walking horse,Gelding,12 years,15 hh,Tobiano-all-colors,Fort worth Texas,N/A,"$3,200.00 ",Driving - English Pleasure,
17454,American Quarter Horse,Gelding,9 years,"15,2 hh",Gray-Dapple,Carthage TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17455,American Quarter Horse,Gelding,8 years,"15,1 hh",Grullo,Level Green Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17456,American Quarter Horse,Gelding,9 years,N/A,N/A,Dallas PA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17457,Draft Horse,Gelding,4 years,"16,1 hh",Tobiano-all-colors,Independence IA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17458,Friesian horses,Gelding,4 years,N/A,N/A,INdependence IA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17459,Draft Horse,Gelding,6 years,"18,2 hh",Bay,"Howell, MI",N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17460,Percheron,Gelding,6 years,N/A,N/A,Howell MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17461,American Quarter Horse,Gelding,13 years,15 hh,Roan-Red,Pleasant Grove CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17462,Gypsy Horse,Gelding,6 years,15 hh,Tobiano-all-colors,Howell MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17463,American Quarter Horse,Gelding,6 years,15 hh,Tobiano-all-colors,Howell MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17464,American Quarter Horse,Gelding,4 years,14 hh,Palomino,"Bolivar, MO",N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17465,Mule,Gelding,13 years,"15,1 hh",Black,Van Horne IA,N/A,"$3,500.00 ",Trail - Gaited ,
17466,Missouri Foxtrotter,Gelding,10 years,"15,1 hh",Tobiano-all-colors,Ewing KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17467,Tennessee walking horse,Gelding,10 years,"15,1 hh",Tobiano-all-colors,Ewing Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17468,Paint Horse,Gelding,7 years,"15,2 hh",Tobiano-all-colors,Stephenville TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17469,American Quarter Horse,Gelding,7 years,"15,2 hh",Tobiano-all-colors,Stephenville TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
17470,Other Warmbloods,Mare,7 years,"15,1 hh",N/A,Ribbesbüttel,N/A,N/A,Leisure ,
17471,Friesian horses,Stallion,2 years,N/A,N/A,Schöllnach,N/A,N/A,Leisure - Show - Driving ,
17472,Friesian horses,Stallion,2 years,N/A,N/A,Schöllnach,N/A,N/A,Leisure - Show - Driving ,
17473,More ponies/small horses,Gelding,7 years,N/A,N/A,Canyon,N/A,N/A,Trail - Show - Leisure - Driving ,
17474,Shetland Ponies Mix,Gelding,34 years,"10,1 hh",Pinto,Ribbesbüttel,200,$213.00 ,Leisure ,
17475,Shetland Ponies Mix,Mare,27 years,"10,2 hh",Brown,Ribbesbüttel,200,$213.00 ,Leisure ,
17476,Trakehner,Mare,2 years,"15,1 hh",Brown,Ueckermünde,"10,000","$10,650.00 ",Dressage - Breeding - Eventing - Leisure ,
17477,German Sport Horse,Stallion,1 year,N/A,N/A,Niederstetten,"15,000","$15,975.00 ",Dressage ,
17478,Oldenburg-International (OS),Stallion,1 year,"16,2 hh",Bay-Dark,Lindern (Oldenburg),"6,500","$6,923.00 ",Jumping - Hunter - Leisure - Dressage ,
17479,Tennessee walking horse,Gelding,4 years,15 hh,Roan-Blue,"Lewisburg, TN",N/A,"$40,000.00 ",Gaited - Trail - Endurance - Driving ,
17480,PRE Mix,Stallion,15 years,16 hh,Overo-all-colors,Alicante/Alacant,"15,000","$15,975.00 ",Dressage - Leisure ,
